id,question,choices,answerKey
Mercury_7159233,Male barn swallow birds with symmetrically-shaped wings find mates more quickly than males with asymmetrical wing shapes. Which statement best explains the significance of symmetry in the barn swallow population?,"{'text': ['Symmetrical wings are attractive to females.', 'Symmetrical wings indicate genetic mutations.', 'Symmetrical wings indicate that males are good predators.', 'Symmetrical wings are signs that a bird is very aggressive.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7011253,Which of the following would be most useful for calculating the density of a rock sample?,"{'text': ['microscope and balance', 'graduated cylinder and balance', 'microscope and graduated cylinder', 'beaker and graduated cylinder'], 'label': ['A', 'B', 'C', 'D']}",B
AKDE&ED_2008_4_16,Which object in our solar system reflects light and is a satellite that orbits around one planet?,"{'text': ['Earth', 'Mercury', 'the Sun', 'the Moon'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408396,"Students stir salt, sand, sawdust, and seashells into a jar filled with water. Which of the materials will form a solution?","{'text': ['salt and water', 'sand and sawdust', 'seashells and water', 'sawdust and seashells'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7236565,Which scale is used to report the intensity of an earthquake?,"{'text': ['Saffir-Simpson Scale', 'Modified Mercalli Scale', 'Richter Magnitude Scale', 'Moment Magnitude Scale'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2009_8_27,What is the outermost structure in a plant cell?,"{'text': ['cell membrane', 'cytoplasm', 'cell wall', 'chloroplast'], 'label': ['1', '2', '3', '4']}",3
Mercury_SC_409237,The main source of food for a coyote population in one area is mice. Which is most likely to happen to these coyotes if a new predator begins eating the mice?,"{'text': ['There will be fewer coyotes.', 'The coyotes will produce more young.', 'More coyotes will arrive from other locations.', 'Each coyote will spend less time hunting food.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7056630,The best example of heat transfer by convection is when,"{'text': ['sunlight warms soil.', 'a ceiling fan blows air.', 'flames heat up a pan.', 'heat rises in a chimney.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7119770,A worker needs to load a heavy box onto a truck. The worker uses a ramp to move the box because the ramp,"{'text': ['increases the weight of the box.', 'reduces the gravitational force on the box.', 'increases the amount of friction on the box.', 'reduces the amount of force applied to the box.'], 'label': ['A', 'B', 'C', 'D']}",D
NYSEDREGENTS_2011_4_23,A fox grows thicker fur as a season changes. This adaptation helps the fox to,"{'text': ['find food', 'keep warmer', 'grow stronger', 'escape from predators'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_417698,What is the main source of raw material for the production of plastics?,"{'text': ['clay', 'plants', 'petroleum', 'sand'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2010_5_5,The students in an engineering class built a robot that stacks wooden blocks. A built-in computer controls the movement of the robot. The computer in the robot performs a function most similar to which part of the human body?,"{'text': ['lungs', 'heart', 'brain', 'arms'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7092050,"When sugar is heated on a hot plate, it turns into a liquid. When the liquid sugar is cooled, a hard-crystalline substance is formed. This model best demonstrates the formation of","{'text': ['molten rocks.', 'igneous rocks.', 'sedimentary rocks.', 'metamorphic rocks.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7026670,Which distance is the smallest for which it is most practical to use the light-year as a unit of measurement?,"{'text': ['the distance between Earth and its Moon', 'the distance between Jupiter and the Sun', 'the distance between the Milky Way and the nearest galaxy', 'the distance between the Sun and the center of the Milky Way'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2006_9_19,Which of the following devices relies on electromagnetic radiation in the radio wave region of the spectrum for operation?,"{'text': ['sun tanning lamp', 'electric light bulb', 'cellular telephone', 'electric toaster'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7228743,"When a tree suffers from a decreased ability to transport materials within the phloem, what is directly impacted?","{'text': ['volume of water in the xylem', 'flow of necessary nutrients', 'response to environmental factors', 'rate of photosynthesis in leaves'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7009415,"Strontium, barium, and radium are grouped together on the Periodic Table of the Elements because they all have","{'text': ['a bright silver and white coloring.', 'similar electron configurations.', 'strong radioactive properties.', 'few or no stable isotopes.'], 'label': ['A', 'B', 'C', 'D']}",B
NYSEDREGENTS_2005_4_15,An example of a poor health habit is,"{'text': ['taking a bath or shower regularly', 'handwashing after using the bathroom', 'playing on a soccer team', 'eating candy instead of lunch'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_183050,What type of inheritance controls blood types in humans?,"{'text': ['incomplete dominance', 'polygenic inheritance', 'multiple alleles', 'recessive genes'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7085540,"Minerals can be identified using hardness, streak, and cleavage because","{'text': ['minerals are inorganic.', 'crystal structure is too hard to determine.', 'crystal size is determined by the environment.', 'minerals have different recognizable properties.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7044258,What is the process that produces energy in the Sun for billions of years?,"{'text': ['fission', 'fusion', 'solar winds', 'solar radiation'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7068793,Which statement is an opinion?,"{'text': ['Chemistry and Physics are major branches of science.', 'Life Science is a subject filled with interesting information.', 'Geology and Oceanography are subjects in Earth Science.', 'Biology is a science that studies complex organisms.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_403253,Decomposers are organisms that obtain their food from dead organisms. Which of these would be classified as decomposers?,"{'text': ['algae, plants', 'snakes, wolves, whales', 'deer, rabbits, mice', 'bacteria, fungi'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7174790,DNA molecules contain the genetic information that determines the characteristics of a living organism. How do DNA molecules express the genetic information they contain?,"{'text': ['by breaking down proteins within the cell', 'by directing the process of protein synthesis', 'by regulating the storage of cellular proteins', 'by controlling the movement of protein molecules'], 'label': ['A', 'B', 'C', 'D']}",B
TIMSS_2003_8_pg17,Fossil fuels were formed from,"{'text': ['volcanoes', 'the remains of living things', 'gases in the atmosphere', 'water trapped inside rocks'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_189700,Which of the following remains constant in Earth's carbon cycle?,"{'text': ['the total mass of available carbon', 'the way organisms use carbon', 'the physical state of carbon-containing molecules', 'the molecule in which a particular carbon atom is found'], 'label': ['A', 'B', 'C', 'D']}",A
AIMS_2008_4_9,Which invention has technology that helps people keep food fresh for a long period of time?,"{'text': ['dishwasher', 'refrigerator', 'electric mixer', 'microwave oven'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7184660,A student is designing a model of the solar system and writing a report. She is trying to be as accurate as possible. Which statement should she include in her report?,"{'text': ['The distance between the Sun and Earth is measured in light years.', 'Jupiter and Uranus are considered to be terrestrial planets.', 'The asteroid belt is located between Jupiter and Saturn.', 'The orbit of Mars is similar to the orbit of Saturn.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408356,"Stacey picks apples and puts them in a basket. When she puts her basket on a scale, the scale reads two kilograms (kg). What property is Stacey measuring?","{'text': ['height', 'weight', 'temperature', 'volume'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_401184,Which feature is a physical property of copper?,"{'text': ['insulates heat', 'conducts electricity', 'strong magnetic force', 'liquid at room temperature'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_415490,Which term describes Earth's orbit around the Sun?,"{'text': ['day', 'revolution', 'month', 'rotation'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_400011,How do the waxy stem covering and needle-shaped leaves improve the ability of a cactus to survive in the desert?,"{'text': ['They make the plant appetizing to small desert animals.', 'They prevent the loss of oxygen through photosynthesis.', 'They reduce the loss of water from the plant to the air.', 'They provide the storage space for different types of minerals.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7216405,Which characteristic of a cell membrane allows it to control materials entering and leaving a cell?,"{'text': ['A cell membrane is surrounded by fluid.', 'A cell membrane is semipermeable.', 'A cell membrane holds organelles in place.', 'A cell membrane is found in plant and animal cells.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7074883,Which statement about all living organisms is true?,"{'text': ['They have limbs.', 'They produce their own food.', 'They breathe air.', 'They have at least one cell.'], 'label': ['A', 'B', 'C', 'D']}",D
AKDE&ED_2008_4_14,The length of daylight changes as the seasons change during the year. What causes these changes in daylight?,"{'text': [""Earth's tilt on its axis"", ""the Sun's tilt on its axis"", 'Earth spinning on its axis', 'the Sun spinning on its axis'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7011200,The populations of black rhinoceroses have been impacted by human interactions to the point of being endangered. Which interaction best explains why the black rhino is now endangered?,"{'text': ['over hunting', 'water pollution', 'airborne diseases', 'increased deforestation'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_405714,"A student had a cup of ice while working outside. After a while, the ice melted because the Sun emits energy in the form of light and","{'text': ['electricity.', 'heat.', 'magnetism.', 'sound.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7227868,What characteristic of viruses distinguishes them from cells?,"{'text': ['They do not have hereditary material.', 'They are not separated from their environments.', 'They lack an independent metabolism.', 'Their traits do not evolve in response to selection pressures.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_182595,The energy required to lift an object is supplied by ATP derived from the breakdown of molecules of,"{'text': ['glutamate.', 'glycerol.', 'glycolysis.', 'glucose.'], 'label': ['A', 'B', 'C', 'D']}",D
